,Operating Airline,Operating Airline IATA Code,Published Airline,Published Airline IATA Code,GEO Summary,GEO Region,Activity Type Code,Price Category Code,Terminal,Boarding Area,Passenger Count,Adjusted Activity Type Code,Adjusted Passenger Count,Year,Month,Period
14211,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Deplaned,Other,International,A,8520,Deplaned,8520,2015,September,2015-09-01
14212,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Enplaned,Other,International,A,7284,Enplaned,7284,2015,September,2015-09-01
14213,SAS Airlines,SK,SAS Airlines,SK,International,Europe,Deplaned,Other,International,G,6739,Deplaned,6739,2015,September,2015-09-01
14214,SAS Airlines,SK,SAS Airlines,SK,International,Europe,Enplaned,Other,International,G,7232,Enplaned,7232,2015,September,2015-09-01
14215,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Deplaned,Other,International,G,13956,Deplaned,13956,2015,September,2015-09-01
14216,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Enplaned,Other,International,G,12514,Enplaned,12514,2015,September,2015-09-01
14217,SkyWest Airlines,OO,Delta Air Lines,DL,Domestic,North America,Deplaned,Other,Terminal 1,C,3252,Deplaned,3252,2015,September,2015-09-01
14218,SkyWest Airlines,OO,Delta Air Lines,DL,Domestic,North America,Enplaned,Other,Terminal 1,C,3254,Enplaned,3254,2015,September,2015-09-01
14219,SkyWest Airlines,OO,United Airlines,UA,Domestic,North America,Deplaned,Other,Terminal 3,F,152472,Deplaned,152472,2015,September,2015-09-01
14220,SkyWest Airlines,OO,United Airlines,UA,Domestic,North America,Enplaned,Other,Terminal 3,F,150286,Enplaned,150286,2015,September,2015-09-01
14221,SkyWest Airlines,OO,United Airlines,UA,International,North America,Deplaned,Other,International,G,1454,Deplaned,1454,2015,September,2015-09-01
14222,SkyWest Airlines,OO,United Airlines,UA,International,North America,Deplaned,Other,Terminal 3,F,8105,Deplaned,8105,2015,September,2015-09-01
14223,SkyWest Airlines,OO,United Airlines,UA,International,North America,Enplaned,Other,Terminal 3,F,9654,Enplaned,9654,2015,September,2015-09-01
14224,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,North America,Deplaned,Low Fare,Terminal 1,B,149173,Deplaned,149173,2015,September,2015-09-01
14225,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,North America,Enplaned,Low Fare,Terminal 1,B,148196,Enplaned,148196,2015,September,2015-09-01
14226,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,North America,Thru / Transit,Low Fare,Terminal 1,B,14,Thru / Transit * 2,28,2015,September,2015-09-01
14227,Sun Country Airlines,SY,Sun Country Airlines,SY,Domestic,North America,Deplaned,Low Fare,International,A,7911,Deplaned,7911,2015,September,2015-09-01
14228,Sun Country Airlines,SY,Sun Country Airlines,SY,Domestic,North America,Enplaned,Low Fare,International,A,7294,Enplaned,7294,2015,September,2015-09-01
14229,Swiss International,LX,Swiss International,LX,International,Europe,Deplaned,Other,International,G,6460,Deplaned,6460,2015,September,2015-09-01
14230,Swiss International,LX,Swiss International,LX,International,Europe,Enplaned,Other,International,G,6429,Enplaned,6429,2015,September,2015-09-01
14231,TACA,TA,TACA,TA,International,South America,Deplaned,Other,International,A,4626,Deplaned,4626,2015,September,2015-09-01
14232,TACA,TA,TACA,TA,International,South America,Enplaned,Other,International,A,4295,Enplaned,4295,2015,September,2015-09-01
14233,Turkish Airlines,TK,Turkish Airlines,TK,International,Europe,Deplaned,Other,International,G,8226,Deplaned,8226,2015,September,2015-09-01
14234,Turkish Airlines,TK,Turkish Airlines,TK,International,Europe,Enplaned,Other,International,G,8497,Enplaned,8497,2015,September,2015-09-01
14235,US Airways,US ,US Airways,US ,Domestic,North America,Deplaned,Other,Terminal 1,C,70960,Deplaned,70960,2015,September,2015-09-01
14236,US Airways,US ,US Airways,US ,Domestic,North America,Enplaned,Other,Terminal 1,C,75159,Enplaned,75159,2015,September,2015-09-01
14237,United Airlines,UA,United Airlines,UA,Domestic,North America,Deplaned,Other,International,G,26083,Deplaned,26083,2015,September,2015-09-01
14238,United Airlines,UA,United Airlines,UA,Domestic,North America,Enplaned,Other,International,G,23414,Enplaned,23414,2015,September,2015-09-01
14239,United Airlines,UA,United Airlines,UA,Domestic,North America,Deplaned,Other,Terminal 3,E,246806,Deplaned,246806,2015,September,2015-09-01
14240,United Airlines,UA,United Airlines,UA,Domestic,North America,Enplaned,Other,Terminal 3,E,271922,Enplaned,271922,2015,September,2015-09-01
14241,United Airlines,UA,United Airlines,UA,Domestic,North America,Thru / Transit,Other,Terminal 3,E,126,Thru / Transit * 2,252,2015,September,2015-09-01
14242,United Airlines,UA,United Airlines,UA,Domestic,North America,Deplaned,Other,Terminal 3,F,343151,Deplaned,343151,2015,September,2015-09-01
14243,United Airlines,UA,United Airlines,UA,Domestic,North America,Enplaned,Other,Terminal 3,F,331556,Enplaned,331556,2015,September,2015-09-01
14244,United Airlines,UA,United Airlines,UA,Domestic,North America,Thru / Transit,Other,Terminal 3,F,250,Thru / Transit * 2,500,2015,September,2015-09-01
14245,United Airlines,UA,United Airlines,UA,International,Asia,Deplaned,Other,International,G,70270,Deplaned,70270,2015,September,2015-09-01
14246,United Airlines,UA,United Airlines,UA,International,Asia,Enplaned,Other,International,G,63156,Enplaned,63156,2015,September,2015-09-01
14247,United Airlines,UA,United Airlines,UA,International,Australia,Deplaned,Other,International,G,6667,Deplaned,6667,2015,September,2015-09-01
14248,United Airlines,UA,United Airlines,UA,International,Australia,Enplaned,Other,International,G,7034,Enplaned,7034,2015,September,2015-09-01
14249,United Airlines,UA,United Airlines,UA,International,North America,Deplaned,Other,International,G,362,Deplaned,362,2015,September,2015-09-01
14250,United Airlines,UA,United Airlines,UA,International,North America,Enplaned,Other,International,G,1008,Enplaned,1008,2015,September,2015-09-01
14251,United Airlines,UA,United Airlines,UA,International,North America,Thru / Transit,Other,International,G,98,Thru / Transit * 2,196,2015,September,2015-09-01
14252,United Airlines,UA,United Airlines,UA,International,North America,Deplaned,Other,Terminal 3,E,10029,Deplaned,10029,2015,September,2015-09-01
14253,United Airlines,UA,United Airlines,UA,International,North America,Enplaned,Other,Terminal 3,E,987,Enplaned,987,2015,September,2015-09-01
14254,United Airlines,UA,United Airlines,UA,International,North America,Deplaned,Other,Terminal 3,F,10370,Deplaned,10370,2015,September,2015-09-01
14255,United Airlines,UA,United Airlines,UA,International,North America,Enplaned,Other,Terminal 3,F,17334,Enplaned,17334,2015,September,2015-09-01
14256,United Airlines,UA,United Airlines,UA,International,Europe,Deplaned,Other,International,G,41859,Deplaned,41859,2015,September,2015-09-01
14257,United Airlines,UA,United Airlines,UA,International,Europe,Enplaned,Other,International,G,43607,Enplaned,43607,2015,September,2015-09-01
14258,United Airlines,UA,United Airlines,UA,International,South America,Deplaned,Other,International,G,10826,Deplaned,10826,2015,September,2015-09-01
14259,United Airlines,UA,United Airlines,UA,International,South America,Enplaned,Other,International,G,8452,Enplaned,8452,2015,September,2015-09-01
14260,United Airlines,UA,United Airlines,UA,International,South America,Enplaned,Other,Terminal 3,F,3340,Enplaned,3340,2015,September,2015-09-01
14261,Virgin America,VX,Virgin America,VX,Domestic,North America,Deplaned,Low Fare,Terminal 2,D,163718,Deplaned,163718,2015,September,2015-09-01
14262,Virgin America,VX,Virgin America,VX,Domestic,North America,Enplaned,Low Fare,Terminal 2,D,171093,Enplaned,171093,2015,September,2015-09-01
14263,Virgin America,VX,Virgin America,VX,International,South America,Deplaned,Low Fare,International,A,1981,Deplaned,1981,2015,September,2015-09-01
14264,Virgin America,VX,Virgin America,VX,International,South America,Enplaned,Low Fare,Terminal 2,D,1886,Enplaned,1886,2015,September,2015-09-01
14265,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Deplaned,Other,International,A,15368,Deplaned,15368,2015,September,2015-09-01
14266,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Enplaned,Other,International,A,15621,Enplaned,15621,2015,September,2015-09-01
14267,WestJet Airlines,WS,WestJet Airlines,WS,International,North America,Deplaned,Other,International,A,7427,Deplaned,7427,2015,September,2015-09-01
14268,WestJet Airlines,WS,WestJet Airlines,WS,International,North America,Enplaned,Other,International,A,7523,Enplaned,7523,2015,September,2015-09-01
14269,Aer Lingus,EI,Aer Lingus,EI,International,Europe,Deplaned,Other,International,G,7105,Deplaned,7105,2015,October,2015-10-01
14270,Aer Lingus,EI,Aer Lingus,EI,International,Europe,Enplaned,Other,International,G,6502,Enplaned,6502,2015,October,2015-10-01
14271,Aeromexico,AM,Aeromexico,AM,International,South America,Deplaned,Other,International,A,9506,Deplaned,9506,2015,October,2015-10-01
14272,Aeromexico,AM,Aeromexico,AM,International,South America,Enplaned,Other,International,A,10316,Enplaned,10316,2015,October,2015-10-01
14273,Air Canada ,AC,Air Canada ,AC,International,North America,Deplaned,Other,International,A,15184,Deplaned,15184,2015,October,2015-10-01
14274,Air Canada ,AC,Air Canada ,AC,International,North America,Enplaned,Other,International,A,14346,Enplaned,14346,2015,October,2015-10-01
14275,Air Canada ,AC,Air Canada ,AC,International,North America,Deplaned,Other,International,G,24772,Deplaned,24772,2015,October,2015-10-01
14276,Air Canada ,AC,Air Canada ,AC,International,North America,Enplaned,Other,International,G,23406,Enplaned,23406,2015,October,2015-10-01
14277,Air China,CA,Air China,CA,International,Asia,Deplaned,Other,International,G,7620,Deplaned,7620,2015,October,2015-10-01
14278,Air China,CA,Air China,CA,International,Asia,Enplaned,Other,International,G,9208,Enplaned,9208,2015,October,2015-10-01
14279,Air France,AF,Air France,AF,International,Europe,Deplaned,Other,International,A,15190,Deplaned,15190,2015,October,2015-10-01
14280,Air France,AF,Air France,AF,International,Europe,Enplaned,Other,International,A,14356,Enplaned,14356,2015,October,2015-10-01
14281,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia,Deplaned,Other,International,G,7695,Deplaned,7695,2015,October,2015-10-01
14282,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia,Enplaned,Other,International,G,9528,Enplaned,9528,2015,October,2015-10-01
14283,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,North America,Deplaned,Other,International,A,52272,Deplaned,52272,2015,October,2015-10-01
14284,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,North America,Enplaned,Other,International,A,54817,Enplaned,54817,2015,October,2015-10-01
14285,Alaska Airlines,AS,Alaska Airlines,AS,International,South America,Deplaned,Other,International,A,5890,Deplaned,5890,2015,October,2015-10-01
14286,Alaska Airlines,AS,Alaska Airlines,AS,International,South America,Enplaned,Other,International,A,6331,Enplaned,6331,2015,October,2015-10-01
14287,All Nippon Airways,NH,All Nippon Airways,NH,International,Asia,Deplaned,Other,International,G,6758,Deplaned,6758,2015,October,2015-10-01
14288,All Nippon Airways,NH,All Nippon Airways,NH,International,Asia,Enplaned,Other,International,G,7097,Enplaned,7097,2015,October,2015-10-01
14289,American Airlines,AA,American Airlines,AA,Domestic,North America,Deplaned,Other,Terminal 1,C,36425,Deplaned,36425,2015,October,2015-10-01
14290,American Airlines,AA,American Airlines,AA,Domestic,North America,Enplaned,Other,Terminal 1,C,37762,Enplaned,37762,2015,October,2015-10-01
14291,American Airlines,AA,American Airlines,AA,Domestic,North America,Deplaned,Other,Terminal 2,D,127606,Deplaned,127606,2015,October,2015-10-01
14292,American Airlines,AA,American Airlines,AA,Domestic,North America,Enplaned,Other,Terminal 2,D,128594,Enplaned,128594,2015,October,2015-10-01
14293,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Deplaned,Other,International,A,7483,Deplaned,7483,2015,October,2015-10-01
14294,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Enplaned,Other,International,A,8342,Enplaned,8342,2015,October,2015-10-01
14295,British Airways,BA,British Airways,BA,International,Europe,Deplaned,Other,International,A,22535,Deplaned,22535,2015,October,2015-10-01
14296,British Airways,BA,British Airways,BA,International,Europe,Enplaned,Other,International,A,22169,Enplaned,22169,2015,October,2015-10-01
14297,"COPA Airlines, Inc.",CM,"COPA Airlines, Inc.",CM,International,South America,Deplaned,Other,International,G,3520,Deplaned,3520,2015,October,2015-10-01
14298,"COPA Airlines, Inc.",CM,"COPA Airlines, Inc.",CM,International,South America,Enplaned,Other,International,G,3489,Enplaned,3489,2015,October,2015-10-01
14299,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Deplaned,Other,International,A,22437,Deplaned,22437,2015,October,2015-10-01
14300,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Enplaned,Other,International,A,19293,Enplaned,19293,2015,October,2015-10-01
14301,China Airlines,CI,China Airlines,CI,International,Asia,Deplaned,Other,International,A,7448,Deplaned,7448,2015,October,2015-10-01
14302,China Airlines,CI,China Airlines,CI,International,Asia,Enplaned,Other,International,A,9863,Enplaned,9863,2015,October,2015-10-01
14303,China Eastern,MU,China Eastern,MU,International,Asia,Deplaned,Other,International,A,5391,Deplaned,5391,2015,October,2015-10-01
14304,China Eastern,MU,China Eastern,MU,International,Asia,Enplaned,Other,International,A,5565,Enplaned,5565,2015,October,2015-10-01
14305,China Southern,CZ,China Southern,CZ,International,Asia,Deplaned,Other,International,A,5525,Deplaned,5525,2015,October,2015-10-01
14306,China Southern,CZ,China Southern,CZ,International,Asia,Enplaned,Other,International,A,5980,Enplaned,5980,2015,October,2015-10-01
14307,Compass Airlines,CP,Delta Air Lines,DL,Domestic,North America,Deplaned,Other,Terminal 1,C,25971,Deplaned,25971,2015,October,2015-10-01
14308,Compass Airlines,CP,Delta Air Lines,DL,Domestic,North America,Enplaned,Other,Terminal 1,C,27010,Enplaned,27010,2015,October,2015-10-01
14309,Compass Airlines,CP,American Airlines,AA,Domestic,North America,Deplaned,Other,Terminal 2,D,10530,Deplaned,10530,2015,October,2015-10-01
14310,Compass Airlines,CP,American Airlines,AA,Domestic,North America,Enplaned,Other,Terminal 2,D,9641,Enplaned,9641,2015,October,2015-10-01
14311,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,North America,Deplaned,Other,Terminal 1,C,116955,Deplaned,116955,2015,October,2015-10-01
14312,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,North America,Enplaned,Other,Terminal 1,C,158151,Enplaned,158151,2015,October,2015-10-01
14313,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,North America,Thru / Transit,Other,Terminal 1,C,68,Thru / Transit * 2,136,2015,October,2015-10-01
14314,EVA Airways,BR,EVA Airways,BR,International,Asia,Deplaned,Other,International,G,14470,Deplaned,14470,2015,October,2015-10-01
14315,EVA Airways,BR,EVA Airways,BR,International,Asia,Enplaned,Other,International,G,17128,Enplaned,17128,2015,October,2015-10-01
14316,Emirates ,EK,Emirates ,EK,International,Asia,Deplaned,Other,International,A,9515,Deplaned,9515,2015,October,2015-10-01
14317,Emirates ,EK,Emirates ,EK,International,Asia,Enplaned,Other,International,A,11567,Enplaned,11567,2015,October,2015-10-01
14318,Etihad Airways,EY,Etihad Airways,EY,International,Asia,Deplaned,Other,International,A,6267,Deplaned,6267,2015,October,2015-10-01
14319,Etihad Airways,EY,Etihad Airways,EY,International,Asia,Enplaned,Other,International,A,5701,Enplaned,5701,2015,October,2015-10-01
14320,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,North America,Deplaned,Low Fare,Terminal 1,B,28141,Deplaned,28141,2015,October,2015-10-01
14321,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,North America,Enplaned,Low Fare,Terminal 1,B,28213,Enplaned,28213,2015,October,2015-10-01
14322,Hawaiian Airlines,HA,Hawaiian Airlines,HA,Domestic,North America,Deplaned,Other,International,A,13620,Deplaned,13620,2015,October,2015-10-01
14323,Hawaiian Airlines,HA,Hawaiian Airlines,HA,Domestic,North America,Enplaned,Other,International,A,14929,Enplaned,14929,2015,October,2015-10-01
14324,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Deplaned,Other,International,A,5986,Deplaned,5986,2015,October,2015-10-01
14325,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Enplaned,Other,International,A,6826,Enplaned,6826,2015,October,2015-10-01
14326,JetBlue Airways ,B6,JetBlue Airways ,B6,Domestic,North America,Deplaned,Low Fare,International,A,64326,Deplaned,64326,2015,October,2015-10-01
14327,JetBlue Airways ,B6,JetBlue Airways ,B6,Domestic,North America,Enplaned,Low Fare,International,A,63221,Enplaned,63221,2015,October,2015-10-01
14328,JetBlue Airways ,B6,JetBlue Airways ,B6,Domestic,North America,Deplaned,Low Fare,International,G,114,Deplaned,114,2015,October,2015-10-01
14329,JetBlue Airways ,B6,JetBlue Airways ,B6,Domestic,North America,Enplaned,Low Fare,International,G,144,Enplaned,144,2015,October,2015-10-01
14330,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Deplaned,Other,International,A,11022,Deplaned,11022,2015,October,2015-10-01
14331,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Enplaned,Other,International,A,10221,Enplaned,10221,2015,October,2015-10-01
14332,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Deplaned,Other,International,A,6453,Deplaned,6453,2015,October,2015-10-01
14333,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Enplaned,Other,International,A,7526,Enplaned,7526,2015,October,2015-10-01
14334,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Deplaned,Other,International,G,23713,Deplaned,23713,2015,October,2015-10-01
14335,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Enplaned,Other,International,G,22825,Enplaned,22825,2015,October,2015-10-01
14336,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Deplaned,Other,International,A,8694,Deplaned,8694,2015,October,2015-10-01
14337,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Enplaned,Other,International,A,10022,Enplaned,10022,2015,October,2015-10-01
14338,SAS Airlines,SK,SAS Airlines,SK,International,Europe,Deplaned,Other,International,G,7317,Deplaned,7317,2015,October,2015-10-01
14339,SAS Airlines,SK,SAS Airlines,SK,International,Europe,Enplaned,Other,International,G,6674,Enplaned,6674,2015,October,2015-10-01
14340,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Deplaned,Other,International,G,11678,Deplaned,11678,2015,October,2015-10-01
14341,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Enplaned,Other,International,G,15458,Enplaned,15458,2015,October,2015-10-01
14342,SkyWest Airlines,OO,Delta Air Lines,DL,Domestic,North America,Deplaned,Other,Terminal 1,C,3717,Deplaned,3717,2015,October,2015-10-01
14343,SkyWest Airlines,OO,Delta Air Lines,DL,Domestic,North America,Enplaned,Other,Terminal 1,C,3642,Enplaned,3642,2015,October,2015-10-01
14344,SkyWest Airlines,OO,United Airlines,UA,Domestic,North America,Deplaned,Other,Terminal 3,F,167699,Deplaned,167699,2015,October,2015-10-01
14345,SkyWest Airlines,OO,United Airlines,UA,Domestic,North America,Enplaned,Other,Terminal 3,F,164943,Enplaned,164943,2015,October,2015-10-01
14346,SkyWest Airlines,OO,United Airlines,UA,International,North America,Deplaned,Other,International,G,1414,Deplaned,1414,2015,October,2015-10-01
14347,SkyWest Airlines,OO,United Airlines,UA,International,North America,Deplaned,Other,Terminal 3,F,10501,Deplaned,10501,2015,October,2015-10-01
14348,SkyWest Airlines,OO,United Airlines,UA,International,North America,Enplaned,Other,Terminal 3,F,13106,Enplaned,13106,2015,October,2015-10-01
14349,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,North America,Deplaned,Low Fare,Terminal 1,B,156435,Deplaned,156435,2015,October,2015-10-01
14350,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,North America,Enplaned,Low Fare,Terminal 1,B,155152,Enplaned,155152,2015,October,2015-10-01
14351,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,North America,Thru / Transit,Low Fare,Terminal 1,B,27,Thru / Transit * 2,54,2015,October,2015-10-01
14352,Sun Country Airlines,SY,Sun Country Airlines,SY,Domestic,North America,Deplaned,Low Fare,International,A,7273,Deplaned,7273,2015,October,2015-10-01
14353,Sun Country Airlines,SY,Sun Country Airlines,SY,Domestic,North America,Enplaned,Low Fare,International,A,6868,Enplaned,6868,2015,October,2015-10-01
14354,Swiss International,LX,Swiss International,LX,International,Europe,Deplaned,Other,International,G,6641,Deplaned,6641,2015,October,2015-10-01
14355,Swiss International,LX,Swiss International,LX,International,Europe,Enplaned,Other,International,G,6186,Enplaned,6186,2015,October,2015-10-01
14356,TACA,TA,TACA,TA,International,South America,Deplaned,Other,International,A,4212,Deplaned,4212,2015,October,2015-10-01
14357,TACA,TA,TACA,TA,International,South America,Enplaned,Other,International,A,4558,Enplaned,4558,2015,October,2015-10-01
14358,Turkish Airlines,TK,Turkish Airlines,TK,International,Europe,Deplaned,Other,International,G,9227,Deplaned,9227,2015,October,2015-10-01
14359,Turkish Airlines,TK,Turkish Airlines,TK,International,Europe,Enplaned,Other,International,G,8638,Enplaned,8638,2015,October,2015-10-01
14360,US Airways,US ,US Airways,US ,Domestic,North America,Deplaned,Other,Terminal 1,C,42279,Deplaned,42279,2015,October,2015-10-01
14361,US Airways,US ,US Airways,US ,Domestic,North America,Enplaned,Other,Terminal 1,C,43498,Enplaned,43498,2015,October,2015-10-01
14362,United Airlines,UA,United Airlines,UA,Domestic,North America,Deplaned,Other,International,G,25092,Deplaned,25092,2015,October,2015-10-01
14363,United Airlines,UA,United Airlines,UA,Domestic,North America,Enplaned,Other,International,G,21490,Enplaned,21490,2015,October,2015-10-01
14364,United Airlines,UA,United Airlines,UA,Domestic,North America,Deplaned,Other,Terminal 3,E,270749,Deplaned,270749,2015,October,2015-10-01
14365,United Airlines,UA,United Airlines,UA,Domestic,North America,Enplaned,Other,Terminal 3,E,282049,Enplaned,282049,2015,October,2015-10-01
14366,United Airlines,UA,United Airlines,UA,Domestic,North America,Thru / Transit,Other,Terminal 3,E,123,Thru / Transit * 2,246,2015,October,2015-10-01
14367,United Airlines,UA,United Airlines,UA,Domestic,North America,Deplaned,Other,Terminal 3,F,358383,Deplaned,358383,2015,October,2015-10-01
14368,United Airlines,UA,United Airlines,UA,Domestic,North America,Enplaned,Other,Terminal 3,F,353471,Enplaned,353471,2015,October,2015-10-01
14369,United Airlines,UA,United Airlines,UA,Domestic,North America,Thru / Transit,Other,Terminal 3,F,110,Thru / Transit * 2,220,2015,October,2015-10-01
14370,United Airlines,UA,United Airlines,UA,International,Asia,Deplaned,Other,International,G,66115,Deplaned,66115,2015,October,2015-10-01
14371,United Airlines,UA,United Airlines,UA,International,Asia,Enplaned,Other,International,G,73726,Enplaned,73726,2015,October,2015-10-01
14372,United Airlines,UA,United Airlines,UA,International,Asia,Enplaned,Other,Terminal 3,F,361,Enplaned,361,2015,October,2015-10-01
14373,United Airlines,UA,United Airlines,UA,International,Australia,Deplaned,Other,International,G,5899,Deplaned,5899,2015,October,2015-10-01
14374,United Airlines,UA,United Airlines,UA,International,Australia,Enplaned,Other,International,G,6869,Enplaned,6869,2015,October,2015-10-01
14375,United Airlines,UA,United Airlines,UA,International,North America,Deplaned,Other,International,G,610,Deplaned,610,2015,October,2015-10-01
14376,United Airlines,UA,United Airlines,UA,International,North America,Enplaned,Other,International,G,952,Enplaned,952,2015,October,2015-10-01
14377,United Airlines,UA,United Airlines,UA,International,North America,Deplaned,Other,Terminal 3,E,6221,Deplaned,6221,2015,October,2015-10-01
14378,United Airlines,UA,United Airlines,UA,International,North America,Enplaned,Other,Terminal 3,E,1199,Enplaned,1199,2015,October,2015-10-01
14379,United Airlines,UA,United Airlines,UA,International,North America,Deplaned,Other,Terminal 3,F,5702,Deplaned,5702,2015,October,2015-10-01
14380,United Airlines,UA,United Airlines,UA,International,North America,Enplaned,Other,Terminal 3,F,6470,Enplaned,6470,2015,October,2015-10-01
14381,United Airlines,UA,United Airlines,UA,International,Europe,Deplaned,Other,International,G,38888,Deplaned,38888,2015,October,2015-10-01
14382,United Airlines,UA,United Airlines,UA,International,Europe,Enplaned,Other,International,G,32196,Enplaned,32196,2015,October,2015-10-01
14383,United Airlines,UA,United Airlines,UA,International,South America,Deplaned,Other,International,G,15342,Deplaned,15342,2015,October,2015-10-01
14384,United Airlines,UA,United Airlines,UA,International,South America,Enplaned,Other,International,G,11677,Enplaned,11677,2015,October,2015-10-01
14385,United Airlines,UA,United Airlines,UA,International,South America,Enplaned,Other,Terminal 3,E,406,Enplaned,406,2015,October,2015-10-01
14386,United Airlines,UA,United Airlines,UA,International,South America,Enplaned,Other,Terminal 3,F,5055,Enplaned,5055,2015,October,2015-10-01
14387,Virgin America,VX,Virgin America,VX,Domestic,North America,Deplaned,Low Fare,Terminal 2,D,179859,Deplaned,179859,2015,October,2015-10-01
14388,Virgin America,VX,Virgin America,VX,Domestic,North America,Enplaned,Low Fare,Terminal 2,D,180876,Enplaned,180876,2015,October,2015-10-01
14389,Virgin America,VX,Virgin America,VX,International,South America,Deplaned,Low Fare,International,A,2917,Deplaned,2917,2015,October,2015-10-01
14390,Virgin America,VX,Virgin America,VX,International,South America,Enplaned,Low Fare,Terminal 2,D,3336,Enplaned,3336,2015,October,2015-10-01
14391,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Deplaned,Other,International,A,14142,Deplaned,14142,2015,October,2015-10-01
14392,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Enplaned,Other,International,A,13868,Enplaned,13868,2015,October,2015-10-01
14393,WestJet Airlines,WS,WestJet Airlines,WS,International,North America,Deplaned,Other,International,A,3562,Deplaned,3562,2015,October,2015-10-01
14394,WestJet Airlines,WS,WestJet Airlines,WS,International,North America,Enplaned,Other,International,A,3595,Enplaned,3595,2015,October,2015-10-01
14395,Aer Lingus,EI,Aer Lingus,EI,International,Europe,Deplaned,Other,International,G,4788,Deplaned,4788,2015,November,2015-11-01
14396,Aer Lingus,EI,Aer Lingus,EI,International,Europe,Enplaned,Other,International,G,4612,Enplaned,4612,2015,November,2015-11-01
14397,Aeromexico,AM,Aeromexico,AM,International,South America,Deplaned,Other,International,A,9334,Deplaned,9334,2015,November,2015-11-01
14398,Aeromexico,AM,Aeromexico,AM,International,South America,Enplaned,Other,International,A,10476,Enplaned,10476,2015,November,2015-11-01
14399,Air Canada ,AC,Air Canada ,AC,International,North America,Deplaned,Other,International,G,25246,Deplaned,25246,2015,November,2015-11-01
14400,Air Canada ,AC,Air Canada ,AC,International,North America,Enplaned,Other,International,G,25594,Enplaned,25594,2015,November,2015-11-01
14401,Air China,CA,Air China,CA,International,Asia,Deplaned,Other,International,G,8385,Deplaned,8385,2015,November,2015-11-01
14402,Air China,CA,Air China,CA,International,Asia,Enplaned,Other,International,G,8925,Enplaned,8925,2015,November,2015-11-01
14403,Air France,AF,Air France,AF,International,Europe,Deplaned,Other,International,A,8892,Deplaned,8892,2015,November,2015-11-01
14404,Air France,AF,Air France,AF,International,Europe,Enplaned,Other,International,A,8837,Enplaned,8837,2015,November,2015-11-01
14405,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia,Deplaned,Other,International,G,8196,Deplaned,8196,2015,November,2015-11-01
14406,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia,Enplaned,Other,International,G,8706,Enplaned,8706,2015,November,2015-11-01
14407,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,North America,Deplaned,Other,International,A,50246,Deplaned,50246,2015,November,2015-11-01
14408,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,North America,Enplaned,Other,International,A,50512,Enplaned,50512,2015,November,2015-11-01
14409,Alaska Airlines,AS,Alaska Airlines,AS,International,South America,Deplaned,Other,International,A,6419,Deplaned,6419,2015,November,2015-11-01
